EmployeeID,FirstName,LastName,Email,Department,JobTitle,Level,RegionCode,HireDate,AnnualSalary,BonusPct,WorkMode,ManagerID,LastReviewScore
EMP-2171,Ravi,Zhang,ravi.zhang@northwind-analytics.example,Finance,AP Specialist,L1,NA-E,2023-01-21,61000,0.046,Onsite,,3.0
EMP-2172,Daniela,Quintero,daniela.quintero@northwind-analytics.example,Sales,Account Executive,L1,LATAM,2020-04-17,58000,0.241,Onsite,EMP-2033,3.7
EMP-2173,Camila,Tanaka,camila.tanaka@northwind-analytics.example,Operations,Logistics Coordinator,L3,NA-E,2022-10-18,88200,0.155,Hybrid,,4.3
EMP-2174,Paulo,Tanaka,paulo.tanaka@northwind-analytics.example,Finance,Financial Analyst,L2,APAC-S,2017-03-26,86400,0.178,Hybrid,,4.6
EMP-2175,Liam,Sorensen,liam.sorensen@northwind-analytics.example,Marketing,Brand Designer,L4,NA-W,2024-03-31,124200,0.238,Remote,,4.1
EMP-2176,Amara,Chen,amara.chen@northwind-analytics.example,People,People Ops Coordinator,L3,NORDIC,2021-06-05,89700,0.184,Remote,,4.3
EMP-2177,Elena,Sandoval,elena.sandoval@northwind-analytics.example,People,HR Business Partner,L1,APAC-S,2021-10-02,52000,0.186,Hybrid,EMP-2014,2.6
EMP-2178,Wei,Novak,wei.novak@northwind-analytics.example,Marketing,Content Strategist,L2,NORDIC,2022-03-28,77100,0.239,Hybrid,,2.5
EMP-2179,Jonas,Moreau,jonas.moreau@northwind-analytics.example,Finance,AP Specialist,L1,DACH,2015-07-13,61000,0.024,Hybrid,EMP-2013,4.8
EMP-2180,Adaeze,Dahl,adaeze.dahl@northwind-analytics.example,Operations,Logistics Coordinator,L2,NA-E,2017-05-24,67300,0.136,Onsite,EMP-2035,5.0
EMP-2181,Wei,Kowalski,wei.kowalski@northwind-analytics.example,Engineering,QA Engineer,L2,APAC-S,2014-04-16,116600,0.049,Remote,,4.6
EMP-2182,Lara,Bakker,lara.bakker@northwind-analytics.example,People,HR Business Partner,L3,NORDIC,2017-05-09,94200,0.027,Hybrid,EMP-2025,4.6
EMP-2183,Hugo,Rossi,hugo.rossi@northwind-analytics.example,People,Recruiter,L5,UKI,2018-09-23,143400,0.139,Hybrid,EMP-2008,4.5
EMP-2184,Tariq,Khan,tariq.khan@northwind-analytics.example,Engineering,Software Engineer,L3,NA-W,2015-03-31,151700,0.048,Hybrid,EMP-2026,4.1
EMP-2185,Olga,Bakker,olga.bakker@northwind-analytics.example,Engineering,QA Engineer,L1,APAC-N,2015-06-27,82000,0.066,Onsite,EMP-2005,2.9
EMP-2186,Sana,Marchetti,sana.marchetti@northwind-analytics.example,People,Recruiter,L1,UKI,2018-01-28,52000,0.144,Hybrid,EMP-2013,3.3
EMP-2187,Bianca,Vargas,bianca.vargas@northwind-analytics.example,People,HR Business Partner,L3,APAC-S,2020-10-01,93800,0.211,Hybrid,,2.3
EMP-2188,Caleb,Toure,caleb.toure@northwind-analytics.example,Finance,AP Specialist,L1,DACH,2025-02-19,61000,0.182,Hybrid,EMP-2020,3.6
EMP-2189,Malik,Quintero,malik.quintero@northwind-analytics.example,Marketing,Brand Designer,L1,NORDIC,2019-03-12,54000,0.056,Onsite,,3.6
EMP-2190,Ada,Iversen,ada.iversen@northwind-analytics.example,Operations,Logistics Coordinator,L1,APAC-N,2025-04-28,48000,0.135,Hybrid,,2.8
EMP-2191,Bianca,Lindqvist,bianca.lindqvist@northwind-analytics.example,Finance,AP Specialist,L3,NA-E,2022-10-15,105900,0.111,Hybrid,,2.1
EMP-2192,Mei,Petrov,mei.petrov@northwind-analytics.example,Support,Support Lead,L3,APAC-N,2016-07-04,76300,0.19,Remote,EMP-2035,3.2
EMP-2193,Olga,Sorensen,olga.sorensen@northwind-analytics.example,Support,Technical Account Manager,L3,UKI,2017-08-17,71300,0.148,Onsite,EMP-2031,2.8
EMP-2194,Zara,Yilmaz,zara.yilmaz@northwind-analytics.example,People,Recruiter,L1,NORDIC,2024-04-05,52000,0.033,Hybrid,,4.9
EMP-2195,Caleb,Dahl,caleb.dahl@northwind-analytics.example,People,People Ops Coordinator,L1,NORDIC,2021-10-16,52000,0.014,Remote,EMP-2027,4.7
EMP-2196,Bao,Singh,bao.singh@northwind-analytics.example,Support,Support Specialist,L2,UKI,2017-08-28,57500,0.059,Onsite,EMP-2021,2.7
EMP-2197,Samir,Novak,samir.novak@northwind-analytics.example,Support,Support Specialist,L3,NORDIC,2017-05-07,73900,0.173,Hybrid,,2.3
EMP-2198,Zoe,Dahl,zoe.dahl@northwind-analytics.example,Marketing,Brand Designer,L4,LATAM,2015-01-03,117100,0.166,Hybrid,EMP-2009,2.5
EMP-2199,Lucia,Jensen,lucia.jensen@northwind-analytics.example,Marketing,Demand Gen Manager,L2,NORDIC,2024-01-08,74300,0.091,Remote,EMP-2020,4.7
EMP-2200,Olga,Delgado,olga.delgado@northwind-analytics.example,Finance,AP Specialist,L1,APAC-N,2016-01-31,61000,0.117,Onsite,,2.5
EMP-2201,Felix,Moreau,felix.moreau@northwind-analytics.example,Marketing,Demand Gen Manager,L2,NA-W,2019-06-16,78600,0.154,Onsite,EMP-2018,4.2
EMP-2202,Omar,Vargas,omar.vargas@northwind-analytics.example,Support,Support Lead,L2,UKI,2014-09-10,56700,0.113,Hybrid,,4.8
EMP-2203,Uma,Alvarez,uma.alvarez@northwind-analytics.example,Engineering,Engineering Manager,L2,LATAM,2023-10-08,114000,0.045,Remote,,3.3
EMP-2204,Bruno,Fontaine,bruno.fontaine@northwind-analytics.example,Marketing,Content Strategist,L1,DACH,2015-06-07,54000,0.098,Onsite,,4.5
EMP-2205,Lucia,Garcia,lucia.garcia@northwind-analytics.example,Finance,AP Specialist,L2,APAC-N,2017-03-05,86800,0.062,Hybrid,EMP-2021,3.8
EMP-2206,Fatima,Garcia,fatima.garcia@northwind-analytics.example,People,HR Business Partner,L1,NORDIC,2023-12-07,52000,0.13,Onsite,EMP-2009,4.0
EMP-2207,Ravi,Zhang,ravi.zhang@northwind-analytics.example,People,HR Business Partner,L4,APAC-N,2018-10-10,113200,0.187,Remote,EMP-2022,2.3
EMP-2208,Chen,Lindqvist,chen.lindqvist@northwind-analytics.example,Support,Support Specialist,L1,LATAM,2015-11-16,42000,0.015,Hybrid,EMP-2009,4.5
EMP-2209,Fatima,Bennett,fatima.bennett@northwind-analytics.example,Support,Technical Account Manager,L1,NORDIC,2021-05-07,42000,0.103,Hybrid,EMP-2035,3.8
EMP-2210,Bruno,Bennett,bruno.bennett@northwind-analytics.example,Support,Technical Account Manager,L2,APAC-S,2021-07-10,57200,0.115,Remote,EMP-2037,4.3
EMP-2211,Nikolai,Sorensen,nikolai.sorensen@northwind-analytics.example,Sales,Sales Manager,L2,UKI,2015-03-19,82700,0.08,Onsite,EMP-2019,3.5
EMP-2212,Camila,Kowalski,camila.kowalski@northwind-analytics.example,People,People Ops Coordinator,L2,APAC-S,2023-10-06,73300,0.02,Hybrid,EMP-2010,2.6
EMP-2213,Chen,Marchetti,chen.marchetti@northwind-analytics.example,Engineering,Software Engineer,L2,NA-W,2022-11-18,116300,0.233,Hybrid,EMP-2003,3.7
EMP-2214,Tariq,Yilmaz,tariq.yilmaz@northwind-analytics.example,Operations,Ops Manager,L2,NA-W,2014-08-14,66800,0.128,Hybrid,,4.5
EMP-2215,Ines,Alvarez,ines.alvarez@northwind-analytics.example,People,HR Business Partner,L4,APAC-N,2015-02-18,107000,0.069,Hybrid,EMP-2007,4.5
EMP-2216,Wei,Carvalho,wei.carvalho@northwind-analytics.example,Engineering,Engineering Manager,L3,APAC-N,2023-10-30,153000,0.164,Remote,EMP-2004,4.5
EMP-2217,Uma,Kowalski,uma.kowalski@northwind-analytics.example,Engineering,SRE,L3,NA-W,2021-01-05,151000,0.179,Hybrid,,2.6
EMP-2218,Zara,Zimmerman,zara.zimmerman@northwind-analytics.example,Marketing,Brand Designer,L1,NA-W,2023-08-12,54000,0.2,Hybrid,EMP-2035,2.4
EMP-2219,Nikolai,Delgado,nikolai.delgado@northwind-analytics.example,Operations,Logistics Coordinator,L1,DACH,2019-10-21,48000,0.242,Remote,EMP-2012,4.5
EMP-2220,Fatima,Abara,fatima.abara@northwind-analytics.example,Engineering,Engineering Manager,L2,DACH,2024-05-05,114200,0.217,Onsite,,2.4
EMP-2221,Aria,Chen,aria.chen@northwind-analytics.example,Sales,SDR,L4,NA-E,2018-06-20,139500,0.046,Hybrid,,4.1
EMP-2222,Zoe,Nakamura,zoe.nakamura@northwind-analytics.example,Sales,Sales Manager,L3,NA-E,2024-11-19,107600,0.098,Remote,,2.2
EMP-2223,Ravi,Zhang,ravi.zhang@northwind-analytics.example,Support,Support Specialist,L4,NA-E,2021-07-30,91500,0.215,Onsite,,4.6
EMP-2224,Omar,Marchetti,omar.marchetti@northwind-analytics.example,Engineering,SRE,L3,DACH,2024-10-04,155000,0.229,Hybrid,,3.0
EMP-2225,Hana,Oyelaran,hana.oyelaran@northwind-analytics.example,Sales,Sales Engineer,L2,APAC-N,2018-05-31,82800,0.237,Hybrid,,4.7
EMP-2226,Samir,Carvalho,samir.carvalho@northwind-analytics.example,Sales,SDR,L3,NA-W,2021-09-30,108400,0.187,Hybrid,,3.4
EMP-2227,Elena,Khan,elena.khan@northwind-analytics.example,People,HR Business Partner,L2,APAC-S,2016-12-30,71200,0.137,Hybrid,EMP-2028,3.6
EMP-2228,Elena,Wang,elena.wang@northwind-analytics.example,Sales,Sales Engineer,L2,NA-E,2018-08-13,86400,0.028,Remote,,3.5
EMP-2229,Camila,Novak,camila.novak@northwind-analytics.example,Finance,Financial Analyst,L1,LATAM,2019-07-21,61000,0.056,Hybrid,EMP-2008,3.5
EMP-2230,Malik,Petrov,malik.petrov@northwind-analytics.example,Operations,Ops Manager,L4,UKI,2016-08-18,101700,0.248,Remote,EMP-2008,4.1
EMP-2231,Nikolai,Ibrahim,nikolai.ibrahim@northwind-analytics.example,Support,Technical Account Manager,L3,DACH,2020-02-01,76800,0.236,Remote,,3.4
EMP-2232,Felix,Nakamura,felix.nakamura@northwind-analytics.example,People,People Ops Coordinator,L3,NORDIC,2021-09-25,91500,0.176,Remote,,3.1
EMP-2233,Samir,Eriksen,samir.eriksen@northwind-analytics.example,Operations,Operations Analyst,L2,NA-W,2014-12-29,69500,0.051,Onsite,,3.1
EMP-2234,Petra,Vargas,petra.vargas@northwind-analytics.example,Operations,Operations Analyst,L4,LATAM,2021-08-01,109500,0.184,Onsite,EMP-2007,4.7
EMP-2235,Omar,Garcia,omar.garcia@northwind-analytics.example,Operations,Operations Analyst,L1,NA-W,2023-05-28,48000,0.11,Hybrid,,3.8
EMP-2236,Ada,Bennett,ada.bennett@northwind-analytics.example,Support,Support Lead,L4,APAC-N,2017-04-04,97000,0.185,Remote,EMP-2032,3.5
EMP-2237,Greta,Zimmerman,greta.zimmerman@northwind-analytics.example,People,HR Business Partner,L1,APAC-S,2014-07-22,52000,0.02,Onsite,EMP-2020,3.2
EMP-2238,Julia,Andersen,julia.andersen@northwind-analytics.example,Engineering,Software Engineer,L5,APAC-N,2018-10-04,230700,0.2,Onsite,EMP-2013,4.4
EMP-2239,Yara,Alvarez,yara.alvarez@northwind-analytics.example,Support,Support Specialist,L1,NA-E,2015-01-21,42000,0.075,Hybrid,,4.5
EMP-2240,Nadia,Singh,nadia.singh@northwind-analytics.example,Finance,Controller,L2,DACH,2015-01-21,84700,0.135,Hybrid,,2.6
EMP-2241,Hugo,Andersen,hugo.andersen@northwind-analytics.example,People,People Ops Coordinator,L4,DACH,2018-08-26,106700,0.166,Onsite,,3.8
EMP-2242,Hana,Okafor,hana.okafor@northwind-analytics.example,Operations,Logistics Coordinator,L3,NORDIC,2021-07-08,86800,0.239,Hybrid,EMP-2008,3.7
EMP-2243,Liam,Marchetti,liam.marchetti@northwind-analytics.example,Finance,Financial Analyst,L3,LATAM,2019-08-12,112000,0.018,Hybrid,EMP-2020,3.0
EMP-2244,Bao,Moreau,bao.moreau@northwind-analytics.example,Sales,SDR,L2,APAC-N,2021-01-14,86300,0.108,Onsite,,3.7
EMP-2245,Bianca,Nakamura,bianca.nakamura@northwind-analytics.example,Operations,Ops Manager,L3,LATAM,2015-12-10,83000,0.21,Hybrid,,3.3
EMP-2246,Rosa,Abara,rosa.abara@northwind-analytics.example,Engineering,SRE,L3,NA-E,2022-07-29,146400,0.101,Onsite,,3.1
EMP-2247,Daniela,Ibrahim,daniela.ibrahim@northwind-analytics.example,Engineering,Software Engineer,L2,DACH,2021-02-16,112800,0.143,Hybrid,EMP-2034,4.0
EMP-2248,Thea,Bakker,thea.bakker@northwind-analytics.example,Finance,Financial Analyst,L1,APAC-S,2020-09-11,61000,0.051,Hybrid,,4.1
EMP-2249,Camila,Weber,camila.weber@northwind-analytics.example,People,Recruiter,L2,NORDIC,2014-06-05,74100,0.16,Remote,,3.9
EMP-2250,Kwame,Fontaine,kwame.fontaine@northwind-analytics.example,Marketing,Brand Designer,L2,NA-E,2018-03-21,73500,0.01,Onsite,EMP-2035,4.8
