OrderID,OrderDate,SKU,Category,RegionCode,Channel,Segment,SalesRep,Quantity,UnitPrice,Discount,NetRevenue,COGS,OrderStatus
ORD-100626,2023-07-09,SKU-1044,Peripherals,DACH,Direct,Mid-Market,Ada Zimmerman,1,42.05,0,42.05,21.28,Shipped
ORD-100652,2023-07-09,SKU-1082,Storage,NA-W,Partner,Consumer,Darius Kaur,1,199.64,0.05,189.66,140.32,Pending
ORD-101173,2023-07-09,SKU-1047,Peripherals,UKI,Online,Enterprise,Elena Kaur,1,240.32,0,240.32,126.58,Returned
ORD-101754,2023-07-09,SKU-1080,Networking,DACH,Online,Mid-Market,Thea Ibrahim,3,788.65,0.1,2129.36,1549.89,Shipped
ORD-101824,2023-07-09,SKU-1026,Monitors,LATAM,Partner,SMB,Adaeze Marchetti,6,371.18,0,2227.08,1524.12,Shipped
ORD-103953,2023-07-09,SKU-1080,Networking,NA-W,Partner,SMB,Viktor Zhang,4,788.65,0.05,2996.87,2066.52,Shipped
ORD-104701,2023-07-09,SKU-1094,Storage,NA-W,Partner,SMB,Nadia Kowalski,3,321.11,0.2,770.66,674.67,Shipped
ORD-104829,2023-07-09,SKU-1024,Monitors,NA-E,Direct,Mid-Market,Malik Eriksen,1,340.87,0.1,306.78,221.59,Shipped
ORD-100077,2023-07-10,SKU-1086,Storage,NA-E,Retail,Consumer,Yara Eriksen,1,1066.03,0.1,959.43,706.44,Pending
ORD-100683,2023-07-10,SKU-1104,Accessories,NA-E,Online,SMB,Wei Tanaka,1,40.52,0.2,32.42,19.34,Shipped
ORD-102616,2023-07-10,SKU-1057,Peripherals,UKI,Online,Enterprise,Fatima Bennett,2,457.5,0.25,686.25,457.06,Shipped
ORD-102883,2023-07-10,SKU-1115,Accessories,NA-W,Direct,Mid-Market,Yusuf Fontaine,3,201.56,0.05,574.45,287.58,Shipped
ORD-100968,2023-07-11,SKU-1076,Networking,NA-E,Partner,Enterprise,Bruno Zhang,2,1719.15,0.05,3266.39,2058.56,Pending
ORD-103275,2023-07-11,SKU-1039,Monitors,NA-W,Direct,Enterprise,Nikolai Jensen,2,1201.03,0,2402.06,1496.26,Returned
ORD-100612,2023-07-12,SKU-1022,Monitors,NA-E,Direct,Enterprise,Yusuf Fontaine,3,296.21,0,888.63,585.78,Shipped
ORD-103681,2023-07-12,SKU-1060,Peripherals,APAC-S,Partner,Enterprise,Ada Zimmerman,5,299.52,0.2,1198.08,848.25,Shipped
ORD-102443,2023-07-13,SKU-1053,Peripherals,DACH,Direct,SMB,Elena Laurent,5,417.51,0.05,1983.17,1082.8,Shipped
ORD-100453,2023-07-14,SKU-1039,Monitors,NA-E,Partner,Consumer,Thea Delgado,2,1201.03,0,2402.06,1496.26,Shipped
ORD-102282,2023-07-14,SKU-1040,Monitors,LATAM,Retail,Mid-Market,Chen Iversen,5,519.33,0.1,2336.99,1723.65,Shipped
ORD-102786,2023-07-14,SKU-1054,Peripherals,NA-W,Online,Mid-Market,Paulo Carvalho,6,210.36,0.05,1199.05,627.54,Shipped
ORD-100549,2023-07-15,SKU-1091,Storage,DACH,Direct,SMB,Zara Sorensen,3,949.67,0,2849.01,2098.53,Shipped
ORD-100654,2023-07-15,SKU-1086,Storage,DACH,Partner,Mid-Market,Uma Sandoval,2,1066.03,0.25,1599.05,1412.88,Pending
ORD-102091,2023-07-15,SKU-1033,Monitors,NORDIC,Partner,Mid-Market,Fatima Dahl,1,617.73,0.15,525.07,400.25,Returned
ORD-103634,2023-07-15,SKU-1052,Peripherals,NA-W,Partner,Mid-Market,Adaeze Marchetti,1,310.49,0,310.49,159.28,Shipped
ORD-100381,2023-07-16,SKU-1002,Laptops,UKI,Direct,SMB,Rosa Marchetti,1,3368.08,0.05,3199.68,2299.73,Pending
ORD-102359,2023-07-16,SKU-1093,Storage,NA-E,Retail,Enterprise,Nikolai Jensen,1,856.06,0.05,813.26,628.28,Shipped
ORD-103137,2023-07-16,SKU-1022,Monitors,DACH,Online,Mid-Market,Thea Delgado,4,296.21,0.05,1125.6,781.04,Shipped
ORD-104279,2023-07-16,SKU-1065,Networking,APAC-N,Direct,SMB,Adaeze Marchetti,5,417.19,0,2085.95,1196.2,Shipped
ORD-100004,2023-07-17,SKU-1111,Accessories,NA-E,Online,Enterprise,Chen Iversen,3,118.52,0,355.56,152.01,Returned
ORD-102912,2023-07-17,SKU-1017,Laptops,DACH,Partner,Consumer,Ada Singh,5,3083.45,0,15417.25,10902.45,Shipped
ORD-103472,2023-07-17,SKU-1043,Peripherals,NA-W,Online,Mid-Market,Bruno Zhang,1,212.9,0.25,159.68,113.15,Pending
ORD-104054,2023-07-17,SKU-1038,Monitors,DACH,Partner,SMB,Yusuf Fontaine,2,829.48,0,1658.96,1108.66,Shipped
ORD-100064,2023-07-18,SKU-1045,Peripherals,DACH,Direct,Mid-Market,Bao Alvarez,1,388.64,0.15,330.34,208.79,Shipped
ORD-100123,2023-07-18,SKU-1110,Accessories,NA-E,Partner,SMB,Petra Ibrahim,4,50.0,0,200.0,95.92,Shipped
ORD-100351,2023-07-18,SKU-1081,Storage,NA-E,Partner,Enterprise,Malik Andersen,7,427.43,0,2992.01,2070.46,Returned
ORD-100441,2023-07-18,SKU-1075,Networking,APAC-S,Retail,Mid-Market,Rania Kaur,1,1273.44,0.15,1082.42,736.87,Returned
ORD-100583,2023-07-18,SKU-1087,Storage,UKI,Online,Enterprise,Bruno Zhang,7,222.44,0,1557.08,1055.67,Returned
ORD-101215,2023-07-18,SKU-1025,Monitors,LATAM,Direct,SMB,Ivan Kaur,10,577.77,0,5777.7,3980.1,Pending
ORD-102417,2023-07-18,SKU-1097,Storage,APAC-N,Partner,Enterprise,Elena Okafor,14,176.34,0.1,2221.88,1866.9,Shipped
ORD-102929,2023-07-18,SKU-1092,Storage,NA-E,Partner,Mid-Market,Zara Fontaine,1,227.16,0.1,204.44,160.65,Shipped
ORD-103397,2023-07-18,SKU-1080,Networking,NA-E,Online,Mid-Market,Paulo Carvalho,4,788.65,0.05,2996.87,2066.52,Shipped
ORD-100466,2023-07-19,SKU-1017,Laptops,DACH,Direct,SMB,Zara Sorensen,3,3083.45,0,9250.35,6541.47,Shipped
ORD-100628,2023-07-19,SKU-1028,Monitors,NA-E,Partner,SMB,Rosa Marchetti,1,1296.45,0.05,1231.63,836.57,Shipped
ORD-100983,2023-07-19,SKU-1005,Laptops,NA-E,Partner,Enterprise,Malik Kowalski,1,1611.9,0,1611.9,1032.29,Shipped
ORD-102485,2023-07-19,SKU-1049,Peripherals,NORDIC,Direct,SMB,Chen Iversen,2,426.32,0.05,810.01,462.22,Pending
ORD-102940,2023-07-19,SKU-1070,Networking,NA-E,Partner,Enterprise,Ivan Kaur,1,1052.94,0,1052.94,630.08,Shipped
ORD-103117,2023-07-19,SKU-1071,Networking,NA-W,Partner,Consumer,Ada Zimmerman,1,827.39,0,827.39,528.71,Shipped
ORD-103419,2023-07-19,SKU-1087,Storage,NA-W,Online,Mid-Market,Rosa Marchetti,3,222.44,0.25,500.49,452.43,Shipped
ORD-104563,2023-07-19,SKU-1093,Storage,APAC-S,Online,SMB,Elena Kaur,1,856.06,0.05,813.26,628.28,Shipped
ORD-101872,2023-07-20,SKU-1024,Monitors,UKI,Direct,Enterprise,Bruno Zhang,7,340.87,0.25,1789.57,1551.13,Pending
ORD-103321,2023-07-20,SKU-1094,Storage,NA-E,Partner,SMB,Rosa Marchetti,1,321.11,0.25,240.83,224.89,Shipped
ORD-101004,2023-07-21,SKU-1110,Accessories,NORDIC,Online,Mid-Market,Elena Okafor,7,50.0,0.1,315.0,167.86,Shipped
ORD-104335,2023-07-21,SKU-1057,Peripherals,DACH,Online,Enterprise,Bao Alvarez,1,457.5,0.1,411.75,228.53,Shipped
ORD-100500,2023-07-22,SKU-1081,Storage,APAC-S,Online,Enterprise,Emeka Weber,20,427.43,0.05,8121.17,5915.6,Shipped
ORD-100924,2023-07-22,SKU-1059,Peripherals,LATAM,Online,Enterprise,Thea Delgado,2,294.39,0.2,471.02,289.66,Returned
ORD-103668,2023-07-22,SKU-1008,Laptops,NA-W,Online,Enterprise,Greta Haddad,2,2860.19,0,5720.38,3979.86,Pending
ORD-104552,2023-07-22,SKU-1093,Storage,APAC-S,Online,Consumer,Rosa Marchetti,13,856.06,0,11128.78,8167.64,Pending
ORD-104842,2023-07-22,SKU-1119,Accessories,DACH,Direct,Mid-Market,Zara Fontaine,15,84.73,0,1270.95,623.4,Shipped
ORD-102426,2023-07-23,SKU-1038,Monitors,NA-E,Online,SMB,Bao Kaur,3,829.48,0.1,2239.6,1662.99,Shipped
ORD-103289,2023-07-23,SKU-1001,Laptops,NA-W,Direct,Mid-Market,Rania Kaur,5,1590.48,0.1,7157.16,5610.3,Pending
ORD-103164,2023-07-24,SKU-1087,Storage,UKI,Partner,SMB,Fatima Bennett,2,222.44,0,444.88,301.62,Shipped
ORD-103839,2023-07-24,SKU-1059,Peripherals,UKI,Online,SMB,Malik Eriksen,1,294.39,0.1,264.95,144.83,Shipped
ORD-104104,2023-07-24,SKU-1024,Monitors,LATAM,Partner,SMB,Malik Andersen,7,340.87,0,2386.09,1551.13,Shipped
ORD-100758,2023-07-25,SKU-1053,Peripherals,UKI,Direct,Enterprise,Rosa Marchetti,1,417.51,0.25,313.13,216.56,Returned
ORD-101107,2023-07-25,SKU-1036,Monitors,NA-E,Partner,Enterprise,Petra Ibrahim,6,1180.66,0,7083.96,4603.98,Shipped
ORD-103675,2023-07-25,SKU-1101,Accessories,APAC-N,Online,SMB,Rosa Weber,1,149.25,0,149.25,60.05,Shipped
ORD-100448,2023-07-26,SKU-1065,Networking,NA-W,Online,Mid-Market,Rosa Marchetti,2,417.19,0,834.38,478.48,Shipped
ORD-102789,2023-07-26,SKU-1005,Laptops,NA-E,Online,Mid-Market,Rosa Weber,1,1611.9,0,1611.9,1032.29,Shipped
ORD-103073,2023-07-26,SKU-1021,Monitors,DACH,Online,Mid-Market,Zara Sorensen,3,444.75,0,1334.25,909.48,Returned
ORD-100100,2023-07-27,SKU-1060,Peripherals,LATAM,Direct,SMB,Malik Andersen,2,299.52,0,599.04,339.3,Pending
ORD-102898,2023-07-27,SKU-1023,Monitors,LATAM,Retail,SMB,Emeka Weber,1,1366.21,0,1366.21,898.81,Returned
ORD-103572,2023-07-27,SKU-1001,Laptops,NA-E,Online,SMB,Rania Eriksen,3,1590.48,0.15,4055.72,3366.18,Shipped
ORD-104117,2023-07-27,SKU-1009,Laptops,UKI,Online,Enterprise,Bao Kaur,3,3341.5,0.05,9523.27,6955.74,Shipped
ORD-104981,2023-07-27,SKU-1063,Networking,NA-E,Direct,SMB,Rosa Weber,2,935.12,0,1870.24,1203.56,Returned
ORD-100935,2023-07-28,SKU-1093,Storage,LATAM,Partner,SMB,Ada Vargas,17,856.06,0.15,12370.07,10680.76,Shipped
ORD-103947,2023-07-28,SKU-1112,Accessories,NORDIC,Online,Mid-Market,Paulo Carvalho,1,160.4,0.1,144.36,73.98,Returned
ORD-102075,2023-07-29,SKU-1090,Storage,NA-W,Online,SMB,Bruno Zhang,5,853.08,0,4265.4,2816.7,Shipped
ORD-103174,2023-07-29,SKU-1067,Networking,APAC-N,Online,Mid-Market,Ada Vargas,1,254.78,0.15,216.56,153.76,Shipped
ORD-104491,2023-07-29,SKU-1118,Accessories,APAC-N,Online,Mid-Market,Bao Alvarez,1,143.1,0,143.1,57.64,Shipped
ORD-100254,2023-07-30,SKU-1033,Monitors,LATAM,Partner,Enterprise,Malik Eriksen,1,617.73,0.2,494.18,400.25,Returned
ORD-100849,2023-07-30,SKU-1092,Storage,NA-W,Online,Consumer,Uma Okafor,7,227.16,0.15,1351.6,1124.55,Shipped
ORD-101256,2023-07-30,SKU-1022,Monitors,UKI,Direct,Consumer,Rania Kaur,1,296.21,0,296.21,195.26,Shipped
ORD-101705,2023-07-30,SKU-1118,Accessories,APAC-S,Online,Mid-Market,Petra Ibrahim,28,143.1,0.25,3005.1,1613.92,Shipped
ORD-104136,2023-07-30,SKU-1081,Storage,APAC-S,Online,Mid-Market,Bao Alvarez,3,427.43,0.05,1218.18,887.34,Shipped
ORD-104138,2023-07-30,SKU-1091,Storage,NA-E,Partner,SMB,Thea Delgado,1,949.67,0,949.67,699.51,Shipped
ORD-100205,2023-07-31,SKU-1104,Accessories,UKI,Online,SMB,Adaeze Marchetti,4,40.52,0.2,129.66,77.36,Shipped
ORD-100368,2023-07-31,SKU-1028,Monitors,NORDIC,Online,Mid-Market,Zara Fontaine,1,1296.45,0,1296.45,836.57,Shipped
ORD-101648,2023-07-31,SKU-1040,Monitors,APAC-N,Direct,SMB,Thea Ibrahim,6,519.33,0.1,2804.38,2068.38,Shipped
ORD-103523,2023-07-31,SKU-1041,Peripherals,UKI,Online,SMB,Sana Lindqvist,1,371.64,0.1,334.48,211.27,Shipped
ORD-103579,2023-07-31,SKU-1067,Networking,DACH,Retail,Mid-Market,Ada Vargas,23,254.78,0.15,4980.95,3536.48,Pending
ORD-103655,2023-07-31,SKU-1032,Monitors,NA-W,Online,Mid-Market,Rosa Weber,1,929.07,0,929.07,585.49,Shipped
ORD-103890,2023-07-31,SKU-1113,Accessories,NA-E,Retail,Mid-Market,Adaeze Marchetti,5,23.87,0.15,101.45,52.25,Shipped
ORD-103928,2023-07-31,SKU-1069,Networking,NORDIC,Direct,SMB,Rosa Weber,1,640.52,0,640.52,390.62,Returned
ORD-103990,2023-07-31,SKU-1090,Storage,NA-E,Online,Enterprise,Malik Kowalski,3,853.08,0,2559.24,1690.02,Shipped
ORD-104757,2023-07-31,SKU-1094,Storage,NA-E,Online,Enterprise,Nikolai Jensen,4,321.11,0.05,1220.22,899.56,Shipped
ORD-101645,2023-08-01,SKU-1043,Peripherals,NA-E,Direct,Mid-Market,Emeka Weber,3,212.9,0.2,510.96,339.45,Pending
ORD-102466,2023-08-01,SKU-1058,Peripherals,DACH,Direct,SMB,Elena Laurent,3,410.18,0,1230.54,665.61,Shipped
ORD-100692,2023-08-02,SKU-1049,Peripherals,APAC-N,Partner,SMB,Zara Sorensen,2,426.32,0.25,639.48,462.22,Shipped
ORD-101294,2023-08-02,SKU-1050,Peripherals,APAC-S,Direct,SMB,Chen Iversen,14,335.4,0,4695.6,2655.66,Shipped
ORD-101966,2023-08-02,SKU-1036,Monitors,NA-E,Direct,Consumer,Emeka Lindqvist,8,1180.66,0.2,7556.22,6138.64,Pending
ORD-103173,2023-08-02,SKU-1078,Networking,UKI,Online,Mid-Market,Greta Haddad,2,981.51,0,1963.02,1166.1,Returned
ORD-101784,2023-08-03,SKU-1028,Monitors,NA-E,Partner,Enterprise,Adaeze Marchetti,6,1296.45,0,7778.7,5019.42,Shipped
ORD-101874,2023-08-03,SKU-1034,Monitors,NA-W,Online,Consumer,Fatima Dahl,1,511.32,0.05,485.75,315.72,Shipped
ORD-104646,2023-08-03,SKU-1021,Monitors,UKI,Online,SMB,Fatima Iversen,2,444.75,0,889.5,606.32,Shipped
ORD-100164,2023-08-04,SKU-1025,Monitors,DACH,Online,Mid-Market,Petra Ibrahim,1,577.77,0,577.77,398.01,Shipped
ORD-101269,2023-08-04,SKU-1031,Monitors,APAC-S,Direct,Mid-Market,Uma Okafor,1,953.0,0,953.0,667.83,Shipped
ORD-101685,2023-08-04,SKU-1063,Networking,NA-E,Retail,Mid-Market,Paulo Carvalho,1,935.12,0,935.12,601.78,Pending
ORD-102816,2023-08-04,SKU-1035,Monitors,NA-E,Online,SMB,Thea Delgado,2,1114.67,0,2229.34,1526.02,Returned
ORD-104350,2023-08-04,SKU-1073,Networking,UKI,Direct,Enterprise,Thea Delgado,2,347.65,0.15,591.0,452.84,Returned
ORD-100984,2023-08-05,SKU-1003,Laptops,APAC-S,Partner,Mid-Market,Adaeze Marchetti,1,2349.75,0.25,1762.31,1512.37,Shipped
ORD-101511,2023-08-05,SKU-1090,Storage,UKI,Online,Enterprise,Thea Ibrahim,2,853.08,0.15,1450.24,1126.68,Returned
ORD-101891,2023-08-05,SKU-1085,Storage,NA-E,Direct,SMB,Emeka Lindqvist,2,163.55,0.15,278.04,246.76,Shipped
ORD-103145,2023-08-05,SKU-1096,Storage,DACH,Direct,Enterprise,Thea Delgado,1,924.54,0,924.54,664.98,Shipped
ORD-103547,2023-08-05,SKU-1081,Storage,LATAM,Partner,Mid-Market,Zara Sorensen,3,427.43,0,1282.29,887.34,Shipped
ORD-100562,2023-08-06,SKU-1074,Networking,NA-W,Online,SMB,Petra Ibrahim,1,192.25,0.2,153.8,120.87,Shipped
ORD-100655,2023-08-06,SKU-1113,Accessories,NA-E,Retail,Enterprise,Kwame Abara,1,23.87,0,23.87,10.45,Shipped
ORD-101169,2023-08-06,SKU-1080,Networking,UKI,Online,SMB,Chen Iversen,1,788.65,0.25,591.49,516.63,Shipped
ORD-102854,2023-08-06,SKU-1031,Monitors,DACH,Direct,Consumer,Yusuf Mbeki,3,953.0,0.15,2430.15,2003.49,Shipped
ORD-103454,2023-08-06,SKU-1113,Accessories,APAC-N,Online,SMB,Fatima Bennett,2,23.87,0.15,40.58,20.9,Shipped
ORD-103604,2023-08-06,SKU-1043,Peripherals,NA-W,Online,Consumer,Nadia Kowalski,3,212.9,0.2,510.96,339.45,Shipped
ORD-104652,2023-08-06,SKU-1055,Peripherals,NA-E,Retail,SMB,Thea Zhang,1,77.77,0.1,69.99,39.18,Returned
ORD-104746,2023-08-06,SKU-1098,Storage,NA-W,Direct,Enterprise,Adaeze Marchetti,2,587.94,0,1175.88,814.34,Shipped
ORD-101022,2023-08-07,SKU-1005,Laptops,NA-E,Online,SMB,Elena Kaur,4,1611.9,0.15,5480.46,4129.16,Shipped
ORD-101517,2023-08-07,SKU-1070,Networking,LATAM,Online,SMB,Viktor Zhang,1,1052.94,0.05,1000.29,630.08,Shipped
ORD-101955,2023-08-07,SKU-1059,Peripherals,NA-E,Direct,Consumer,Wei Tanaka,4,294.39,0.15,1000.93,579.32,Shipped
ORD-100584,2023-08-08,SKU-1102,Accessories,UKI,Partner,SMB,Emeka Weber,1,198.44,0,198.44,92.26,Pending
ORD-101476,2023-08-08,SKU-1030,Monitors,APAC-S,Partner,Enterprise,Adaeze Marchetti,3,756.24,0.15,1928.41,1566.6,Shipped
ORD-102520,2023-08-08,SKU-1044,Peripherals,NA-E,Partner,Mid-Market,Wei Tanaka,7,42.05,0.15,250.2,148.96,Shipped
ORD-102710,2023-08-08,SKU-1023,Monitors,LATAM,Direct,Enterprise,Emeka Lindqvist,1,1366.21,0.05,1297.9,898.81,Shipped
ORD-104141,2023-08-08,SKU-1044,Peripherals,LATAM,Online,Mid-Market,Elena Laurent,6,42.05,0.05,239.68,127.68,Shipped
ORD-100008,2023-08-09,SKU-1116,Accessories,APAC-S,Online,Consumer,Amara Dahl,5,147.71,0.2,590.84,362.65,Shipped
ORD-100695,2023-08-09,SKU-1034,Monitors,UKI,Partner,SMB,Paulo Carvalho,5,511.32,0.05,2428.77,1578.6,Pending
ORD-102450,2023-08-09,SKU-1115,Accessories,NA-W,Online,SMB,Darius Kaur,1,201.56,0.2,161.25,95.86,Returned
ORD-102732,2023-08-09,SKU-1016,Laptops,DACH,Partner,Consumer,Nikolai Jensen,2,3292.27,0.25,4938.4,4456.08,Pending
ORD-102955,2023-08-09,SKU-1104,Accessories,UKI,Partner,SMB,Sana Lindqvist,1,40.52,0.15,34.44,19.34,Pending
ORD-104459,2023-08-09,SKU-1022,Monitors,UKI,Partner,Mid-Market,Uma Sandoval,2,296.21,0.2,473.94,390.52,Shipped
ORD-100673,2023-08-10,SKU-1036,Monitors,UKI,Direct,Consumer,Malik Andersen,7,1180.66,0.05,7851.39,5371.31,Shipped
ORD-103260,2023-08-10,SKU-1033,Monitors,APAC-S,Direct,Enterprise,Rania Kaur,1,617.73,0,617.73,400.25,Shipped
ORD-103830,2023-08-10,SKU-1034,Monitors,NORDIC,Direct,SMB,Viktor Zhang,9,511.32,0,4601.88,2841.48,Pending
ORD-103997,2023-08-10,SKU-1057,Peripherals,LATAM,Direct,SMB,Chen Iversen,5,457.5,0,2287.5,1142.65,Shipped
ORD-100631,2023-08-11,SKU-1102,Accessories,APAC-N,Direct,SMB,Nadia Kowalski,1,198.44,0.05,188.52,92.26,Shipped
ORD-100882,2023-08-11,SKU-1065,Networking,DACH,Online,SMB,Rania Kaur,5,417.19,0,2085.95,1196.2,Returned
ORD-103588,2023-08-11,SKU-1042,Peripherals,NA-E,Online,Enterprise,Bao Kaur,19,84.72,0.25,1207.26,883.69,Shipped
ORD-103799,2023-08-11,SKU-1015,Laptops,APAC-S,Direct,Consumer,Ada Zimmerman,1,1315.81,0,1315.81,924.69,Pending
ORD-103837,2023-08-11,SKU-1043,Peripherals,APAC-S,Online,Mid-Market,Amara Dahl,6,212.9,0.1,1149.66,678.9,Pending
ORD-103952,2023-08-11,SKU-1031,Monitors,APAC-S,Direct,Mid-Market,Rosa Weber,3,953.0,0.25,2144.25,2003.49,Returned
ORD-104781,2023-08-11,SKU-1109,Accessories,NA-W,Online,Mid-Market,Sana Lindqvist,2,131.89,0,263.78,118.86,Pending
ORD-100179,2023-08-12,SKU-1073,Networking,NA-E,Online,Mid-Market,Fatima Iversen,2,347.65,0.25,521.47,452.84,Shipped
ORD-100804,2023-08-12,SKU-1037,Monitors,UKI,Direct,Mid-Market,Rania Eriksen,8,1230.78,0.05,9353.93,6261.52,Pending
ORD-101986,2023-08-12,SKU-1089,Storage,UKI,Online,Mid-Market,Darius Kaur,7,512.43,0.1,3228.31,2377.9,Returned
ORD-101251,2023-08-13,SKU-1114,Accessories,APAC-N,Direct,Mid-Market,Thea Ibrahim,1,150.14,0.05,142.63,72.47,Shipped
ORD-102286,2023-08-13,SKU-1061,Networking,DACH,Retail,Mid-Market,Hana Rossi,3,1191.4,0.25,2680.65,2087.97,Shipped
ORD-103250,2023-08-13,SKU-1087,Storage,NA-W,Online,Mid-Market,Petra Ibrahim,2,222.44,0,444.88,301.62,Shipped
ORD-100471,2023-08-14,SKU-1089,Storage,NA-E,Online,Enterprise,Thea Zhang,1,512.43,0,512.43,339.7,Shipped
ORD-101908,2023-08-14,SKU-1062,Networking,UKI,Partner,SMB,Bruno Zhang,5,864.38,0,4321.9,2708.45,Shipped
ORD-102326,2023-08-14,SKU-1089,Storage,NA-W,Partner,Consumer,Kwame Abara,1,512.43,0.2,409.94,339.7,Shipped
ORD-103007,2023-08-14,SKU-1031,Monitors,NA-E,Online,SMB,Uma Okafor,1,953.0,0.15,810.05,667.83,Returned
ORD-103099,2023-08-14,SKU-1005,Laptops,APAC-N,Online,SMB,Ivan Kaur,2,1611.9,0.05,3062.61,2064.58,Returned
ORD-104726,2023-08-14,SKU-1049,Peripherals,APAC-N,Partner,SMB,Sana Lindqvist,5,426.32,0.05,2025.02,1155.55,Shipped
ORD-100251,2023-08-15,SKU-1006,Laptops,NA-E,Partner,SMB,Elena Okafor,3,2229.97,0.25,5017.43,4451.49,Pending
ORD-101197,2023-08-15,SKU-1037,Monitors,NA-W,Retail,Enterprise,Rosa Weber,2,1230.78,0,2461.56,1565.38,Returned
ORD-102104,2023-08-15,SKU-1084,Storage,LATAM,Direct,Enterprise,Fatima Dahl,1,497.7,0.15,423.04,364.58,Shipped
ORD-102894,2023-08-15,SKU-1082,Storage,DACH,Online,SMB,Fatima Bennett,1,199.64,0.2,159.71,140.32,Shipped
ORD-100055,2023-08-16,SKU-1066,Networking,UKI,Direct,Consumer,Greta Haddad,7,491.43,0.2,2752.01,2013.83,Shipped
ORD-100135,2023-08-16,SKU-1009,Laptops,UKI,Direct,Mid-Market,Fatima Iversen,2,3341.5,0,6683.0,4637.16,Shipped
ORD-102412,2023-08-16,SKU-1117,Accessories,NA-E,Online,Consumer,Ada Vargas,2,127.94,0.15,217.5,111.66,Pending
ORD-102802,2023-08-16,SKU-1006,Laptops,NA-W,Online,Mid-Market,Uma Okafor,2,2229.97,0.2,3567.95,2967.66,Shipped
ORD-100313,2023-08-17,SKU-1070,Networking,NA-W,Direct,Enterprise,Yusuf Mbeki,1,1052.94,0.05,1000.29,630.08,Shipped
ORD-100473,2023-08-17,SKU-1073,Networking,APAC-S,Retail,SMB,Ada Vargas,4,347.65,0,1390.6,905.68,Shipped
ORD-103210,2023-08-17,SKU-1031,Monitors,NA-W,Direct,Consumer,Yusuf Fontaine,4,953.0,0,3812.0,2671.32,Shipped
ORD-104118,2023-08-17,SKU-1061,Networking,NA-E,Direct,SMB,Kwame Abara,1,1191.4,0.15,1012.69,695.99,Pending
ORD-104766,2023-08-17,SKU-1111,Accessories,UKI,Partner,SMB,Bao Alvarez,7,118.52,0.2,663.71,354.69,Shipped
ORD-100102,2023-08-18,SKU-1021,Monitors,DACH,Retail,Mid-Market,Darius Kaur,1,444.75,0.25,333.56,303.16,Shipped
ORD-100268,2023-08-18,SKU-1073,Networking,LATAM,Direct,Enterprise,Yusuf Mbeki,1,347.65,0.15,295.5,226.42,Shipped
ORD-103597,2023-08-18,SKU-1100,Storage,NA-W,Partner,SMB,Uma Okafor,53,754.71,0.15,33999.69,26492.58,Returned
ORD-103795,2023-08-18,SKU-1108,Accessories,APAC-S,Online,SMB,Yusuf Fontaine,1,111.01,0.05,105.46,47.94,Pending
ORD-104323,2023-08-18,SKU-1081,Storage,NA-E,Online,Mid-Market,Thea Delgado,23,427.43,0.2,7864.71,6802.94,Shipped
ORD-100426,2023-08-19,SKU-1039,Monitors,NA-E,Partner,SMB,Bao Alvarez,9,1201.03,0,10809.27,6733.17,Pending
ORD-104869,2023-08-19,SKU-1080,Networking,NA-E,Partner,Mid-Market,Zara Fontaine,3,788.65,0,2365.95,1549.89,Shipped
ORD-100729,2023-08-20,SKU-1115,Accessories,APAC-S,Partner,Enterprise,Uma Sandoval,1,201.56,0.05,191.48,95.86,Shipped
ORD-100839,2023-08-20,SKU-1071,Networking,NA-W,Direct,Enterprise,Viktor Zhang,1,827.39,0.15,703.28,528.71,Pending
ORD-102320,2023-08-20,SKU-1007,Laptops,NA-E,Direct,Mid-Market,Elena Laurent,4,1513.38,0.15,5145.49,4246.96,Returned
ORD-102495,2023-08-20,SKU-1001,Laptops,NA-E,Direct,SMB,Yusuf Mbeki,3,1590.48,0.2,3817.15,3366.18,Shipped
ORD-102582,2023-08-20,SKU-1050,Peripherals,NA-E,Direct,Enterprise,Malik Kowalski,2,335.4,0.15,570.18,379.38,Shipped
ORD-104149,2023-08-20,SKU-1013,Laptops,NA-E,Retail,SMB,Rania Kaur,1,2073.19,0,2073.19,1390.65,Shipped
ORD-104666,2023-08-20,SKU-1033,Monitors,APAC-N,Partner,Mid-Market,Malik Eriksen,1,617.73,0.1,555.96,400.25,Pending
ORD-100689,2023-08-21,SKU-1003,Laptops,DACH,Online,Enterprise,Ada Singh,3,2349.75,0,7049.25,4537.11,Pending
ORD-103755,2023-08-21,SKU-1036,Monitors,NORDIC,Partner,SMB,Ada Zimmerman,3,1180.66,0.2,2833.58,2301.99,Shipped
ORD-100599,2023-08-22,SKU-1020,Laptops,UKI,Online,SMB,Fatima Bennett,2,3674.26,0.1,6613.67,4781.44,Shipped
ORD-102013,2023-08-22,SKU-1104,Accessories,NA-W,Partner,Enterprise,Viktor Zhang,1,40.52,0.25,30.39,19.34,Returned
ORD-103106,2023-08-22,SKU-1037,Monitors,NA-W,Direct,Mid-Market,Uma Sandoval,6,1230.78,0,7384.68,4696.14,Shipped
ORD-104097,2023-08-22,SKU-1043,Peripherals,NA-E,Direct,Mid-Market,Uma Okafor,5,212.9,0.25,798.38,565.75,Pending
ORD-104554,2023-08-22,SKU-1032,Monitors,NA-E,Direct,Enterprise,Yara Eriksen,3,929.07,0,2787.21,1756.47,Shipped
